# Rime user dictionary
#@/db_name	rime_mint
#@/db_type	userdb
#@/rime_version	1.13.0
#@/tick	32011
#@/user_id	ad3c437b-04c4-483c-8723-c12dbf83d6b6
cún chǔ 	存储	c=9 d=0.337992 t=32011
cún zài 	存在	c=2 d=7.73705e-12 t=32011
cún zài gǎn 	存在感	c=1 d=8.18426e-26 t=32011
cā chú 	擦除	c=1 d=1.11453e-11 t=32011
cān jiā 	参加	c=2 d=4.04886e-11 t=32011
cān kǎo 	参考	c=45 d=0.904837 t=32011
cān shù 	参数	c=6 d=0.00051312 t=32011
cān yù 	参与	c=1 d=2.27747e-36 t=32011
cāng 	仓	c=1 d=7.87272e-40 t=32011
cāng kù 	仓库	c=30 d=0.12201 t=32011
cāng xiǎng 	仓想	c=1 d=7.5227e-05 t=32011
cāo zuò 	操作	c=16 d=0.52118 t=32011
cū wǒ 	粗我	c=1 d=1.76665e-48 t=32011
cǎi fǎng 	采访	c=1 d=1.82305e-06 t=32011
cǎi jí 	采集	c=1 d=1.71391e-15 t=32011
cǎi nà 	采纳	c=1 d=1 t=28563
cǎi yòng 	采用	c=2 d=0.143704 t=32011
cǐ 	此	c=1 d=2.97054e-44 t=32011
cǐ chù 	此处	c=1 d=4.74234e-18 t=32011
cǐ shí 	此时	c=1 d=3.62021e-18 t=32011
de 	地	c=1 d=1 t=31757
de 	的	c=2580 d=16.8039 t=32011
diàn 	店	c=1 d=1 t=28860
diàn chí 	电池	c=2 d=1 t=28069
diàn cí 	电磁	c=1 d=1 t=28068
diàn dòng 	电动	c=2 d=1.94176 t=27220
diàn nǎo 	电脑	c=22 d=2.67427 t=32011
diàn shì jù 	电视剧	c=4 d=3.87283 t=29059
diào 	掉	c=12 d=2.68102e-09 t=32011
diào duì 	掉队	c=1 d=1.31197e-18 t=32011
diào yán 	调研	c=3 d=1.00041 t=31097
diào yòng 	调用	c=22 d=0.0153752 t=32011
diào yòng le 	调用了	c=2 d=1.9802 t=27728
dié dài 	迭代	c=3 d=4.72527e-05 t=32011
diū shī 	丢失	c=3 d=1.43287e-15 t=32011
diǎn 	点	c=19 d=3.35024e-06 t=32011
diǎn hòu 	点后	c=1 d=1 t=29860
diǎn jìn qù 	点进去	c=1 d=6.08308e-06 t=32011
diǎn jī 	点击	c=122 d=0.389394 t=32011
diǎn jī hòu 	点击后	c=1 d=8.30795e-26 t=32011
diǎn lèi 	点类	c=1 d=1 t=28154
diǎn niǎo 	点鸟	c=3 d=0.516986 t=32011
diǎn shén me 	点什么	c=0 d=5.90009e-30 t=32011
diǎn shén me ne 	点什么呢	c=1 d=5.92966e-29 t=32011
duàn diǎn 	断点	c=1 d=1.56853e-31 t=32011
duàn kāi 	断开	c=1 d=1 t=27633
duàn liàn 	锻炼	c=1 d=1 t=29374
duì 	对	c=44 d=0.0239928 t=32011
duì ba 	对吧	c=4 d=0.537944 t=32011
duì bù qǐ 	对不起	c=1 d=2.74934e-16 t=32011
duì bú duì 	对不对	c=6 d=0.0365162 t=32011
duì bǐ 	对比	c=4 d=1.09209e-07 t=32011
duì de 	对的	c=7 d=0.0253494 t=32011
duì dāng qián 	对当前	c=1 d=1 t=26620
duì fāng 	对方	c=3 d=3.34024e-27 t=32011
duì huà 	对话	c=14 d=0.0804596 t=32011
duì huà kuàng 	对话框	c=1 d=1.02563e-33 t=32011
duì jiā lǐ 	对家里	c=1 d=5.71987e-17 t=32011
duì jiē 	对接	c=7 d=8.49761e-06 t=32011
duì le 	对了	c=1 d=1 t=29055
duì ma 	对吗	c=1 d=1.97207e-48 t=32011
duì nǐ 	对你	c=1 d=1 t=28918
duì qí 	对齐	c=16 d=0.000668282 t=32011
duì shén me 	对什么	c=1 d=4.33344e-16 t=32011
duì wài 	对外	c=6 d=0.00975476 t=32011
duì wài jiè 	对外界	c=1 d=4.09652e-31 t=32011
duì wèi lái 	对未来	c=1 d=1.14906e-17 t=32011
duì wǒ 	对我	c=5 d=3.14405e-06 t=32011
duì wǒ men 	对我们	c=1 d=2.37251e-17 t=32011
duì xiàng 	对象	c=6 d=3.47531e-10 t=32011
duì yìng 	对应	c=4 d=1 t=30254
duì yú 	对于	c=2 d=1.13647e-05 t=32011
duì ó 	对哦	c=1 d=0.343009 t=32011
duān 	端	c=12 d=4.57616e-10 t=32011
duān kǒu hào 	端口号	c=3 d=0.142311 t=32011
duō 	多	c=13 d=0.00364336 t=32011
duō bàn bù 	多半不	c=1 d=3.70152e-44 t=32011
duō chù 	多处	c=1 d=9.1992e-19 t=32011
duō cì 	多次	c=1 d=1.25271e-33 t=32011
duō cāng kù 	多仓库	c=1 d=2.19458e-41 t=32011
duō duān 	多端	c=2 d=1.00005 t=28426
duō dà 	多大	c=2 d=0.0884781 t=32011
duō gè 	多个	c=13 d=1.57316 t=32011
duō jiǔ 	多久	c=5 d=0.202925 t=32011
duō le 	多了	c=1 d=1.41319e-10 t=32011
duō mó kuài 	多模块	c=1 d=0.00134683 t=32011
duō shù 	多数	c=1 d=0.0773047 t=32011
duō shǎo 	多少	c=8 d=7.3876e-05 t=32011
duō shǎo rén 	多少人	c=1 d=2.35378e-12 t=32011
duō shǎo tiān 	多少天	c=1 d=1 t=27427
duō tiáo 	多条	c=3 d=1.56341e-39 t=32011
duō tài 	多态	c=1 d=1 t=26140
duō xiè 	多谢	c=3 d=6.42702e-06 t=32011
duō yòng xīn 	多用心	c=1 d=8.57436e-15 t=32011
duō zǔ 	多组	c=1 d=3.37535e-47 t=32011
duǎn 	短	c=2 d=9.86191e-07 t=32011
duǎn duǎn 	短短	c=1 d=1.04745e-16 t=32011
duǎn qī 	短期	c=2 d=1.14294e-05 t=32011
duǎn wén 	短文	c=1 d=3.78362e-08 t=32011
dà 	大	c=7 d=0.501576 t=32011
dà bù fèn 	大部分	c=1 d=6.77265e-34 t=32011
dà bā 	大巴	c=3 d=9.88025e-42 t=32011
dà chǎng 	大厂	c=1 d=1.38615e-18 t=32011
dà dà 	大大	c=1 d=1.23469e-39 t=32011
dà gài 	大概	c=5 d=0.0785374 t=32011
dà gài lǜ 	大概率	c=1 d=1.42764e-12 t=32011
dà gē 	大哥	c=2 d=3.10525e-07 t=32011
dà jiā 	大家	c=4 d=9.66427e-11 t=32011
dà kǒu 	大口	c=2 d=4.6315e-18 t=32011
dà liàng 	大量	c=1 d=9.83572e-12 t=32011
dà lóng xiā 	大龙虾	c=3 d=0.310373 t=32011
dà míng wáng cháo 	大明王朝	c=1 d=0.00467746 t=32011
dà mó xíng 	大模型	c=16 d=0.89184 t=32011
dà nǎo 	大脑	c=1 d=8.07778e-19 t=32011
dà shī 	大师	c=1 d=1 t=31631
dà tǐ 	大体	c=1 d=1 t=28955
dà xiǎo 	大小	c=3 d=4.20751e-22 t=32011
dà yú 	大于	c=4 d=3.13474e-09 t=32011
dà zuò wén 	大作文	c=1 d=1 t=23986
dài 	带	c=4 d=1.02601e-08 t=32011
dài 	待	c=4 d=5.53179e-06 t=32011
dài biǎo 	代表	c=2 d=0.036334 t=32011
dài biǎo xìng 	代表性	c=1 d=1.00669e-49 t=32011
dài bàn 	代办	c=11 d=5.84987e-06 t=32011
dài bàn 	待办	c=1 d=1 t=28940
dài cí 	代词	c=1 d=1 t=31793
dài huí lái 	带回来	c=1 d=0.0015648 t=32011
dài lái 	带来	c=3 d=6.07872e-18 t=32011
dài lǐ 	代理	c=4 d=0.00119644 t=32011
dài mǎ 	代码	c=351 d=1.0526 t=32011
dài mǎ shàng 	代码上	c=2 d=0.427101 t=32011
dài mǎ zhōng 	代码中	c=1 d=1 t=25046
dài nǐ 	带你	c=1 d=4.94682e-44 t=32011
dài shān chú 	待删除	c=2 d=1.00657 t=28497
dài yán jiū 	待研究	c=1 d=5.61539e-06 t=32011
dài yōu huà 	待优化	c=1 d=1.70385e-34 t=32011
dài yǒu 	带有	c=3 d=1.94046e-05 t=32011
dài zǒu 	带走	c=1 d=0.00416933 t=32011
dàn 	蛋	c=1 d=1.14034e-45 t=32011
dàn bú yào 	但不要	c=1 d=1.69743e-19 t=32011
dàn dān dú 	但单独	c=1 d=4.90876e-12 t=32011
dàn huò dé 	但获得	c=1 d=1 t=27594
dàn shì 	但是	c=110 d=0.542148 t=32011
dàng chéng 	当成	c=1 d=1.2109e-16 t=32011
dàng zuò 	当作	c=2 d=7.92592e-31 t=32011
dào 	到	c=166 d=1.11089 t=32011
dào běi jīng 	到北京	c=1 d=1.93171e-40 t=32011
dào cǐ 	到此	c=2 d=1 t=31700
dào dǐ 	到底	c=3 d=4.69356e-14 t=32011
dào gōng sī 	到公司	c=1 d=2.15713e-15 t=32011
dào jiā 	到家	c=2 d=3.04636e-17 t=32011
dào jiā le 	到家了	c=1 d=1 t=28705
dào le 	到了	c=2 d=5.26743e-18 t=32011
dào shì 	倒是	c=1 d=2.73991e-05 t=32011
dào shí hòu 	到时候	c=3 d=0.0106202 t=32011
dào shǒu jī 	到手机	c=1 d=1.52399e-45 t=32011
dào xià 	到下	c=2 d=4.81972e-24 t=32011
dá 	达	c=1 d=2.75927e-29 t=32011
dá biàn 	答辩	c=1 d=1.22261e-41 t=32011
dá chéng 	达成	c=2 d=1.3552e-17 t=32011
dá dào 	达到	c=4 d=0.0735345 t=32011
dá fēn qí 	达芬奇	c=1 d=0.000156102 t=32011
dá àn 	答案	c=1 d=2.23085e-28 t=32011
dèn 	扽	c=2 d=0.0144892 t=32011
dèng tíng 	邓婷	c=1 d=7.71552e-38 t=32011
dé 	得	c=21 d=0.364219 t=32011
dì 	第	c=4 d=0.000119165 t=32011
dì bǎn 	地板	c=1 d=4.02991e-44 t=32011
dì diǎn 	地点	c=1 d=3.24974e-42 t=32011
dì fāng 	地方	c=23 d=0.137106 t=32011
dì liù 	第六	c=1 d=1.78878e-18 t=32011
dì qī 	第七	c=1 d=2.96398e-18 t=32011
dì sān fāng 	第三方	c=1 d=0.0149956 t=32011
dì sān fāng kù 	第三方库	c=1 d=2.67681e-25 t=32011
dì sān gè 	第三个	c=1 d=5.0018e-27 t=32011
dì sān zhōu 	第三周	c=1 d=1 t=29537
dì tú 	地图	c=1 d=1 t=31398
dì yī 	第一	c=1 d=1 t=31788
dì yī bù 	第一步	c=2 d=1.55042e-32 t=32011
dì yī bǎn 	第一版	c=1 d=1.26577e-08 t=32011
dì yī cì 	第一次	c=2 d=0.000162473 t=32011
dì yī gè 	第一个	c=2 d=5.38494e-13 t=32011
dì yī wèi 	第一位	c=1 d=1.00327e-09 t=32011
dì yī zhōu 	第一周	c=1 d=2.35258e-06 t=32011
dì zhǐ 	地址	c=8 d=0.394554 t=32011
dì èr 	第二	c=1 d=1 t=31789
dìng 	定	c=2 d=1.75789e-19 t=32011
dìng le 	定了	c=1 d=0.377192 t=32011
dìng shí 	定时	c=5 d=2.1502e-10 t=32011
dìng shí qì 	定时器	c=10 d=1.00797 t=29281
dìng sān fāng 	定三方	c=2 d=0.0223708 t=32011
dìng wèi 	定位	c=4 d=3.29952e-15 t=32011
dìng xiàng 	定向	c=1 d=1.64156e-37 t=32011
dìng yuè 	订阅	c=2 d=0.392586 t=32011
dìng zhì 	定制	c=3 d=0.00231117 t=32011
dòng 	冻	c=1 d=7.02009e-15 t=32011
dòng 	动	c=6 d=0.00733572 t=32011
dòng chá 	洞察	c=1 d=2.8247e-40 t=32011
dòng cí 	动词	c=4 d=3.41382 t=31761
dòng dòng 	动动	c=1 d=1.77375e-07 t=32011
dòng huà 	动画	c=39 d=0.216536 t=32011
dòng zuò 	动作	c=4 d=1.00023 t=31742
dòu 	豆	c=0 d=0.0276651 t=32011
dòu bāo 	豆包	c=2 d=1.0184e-38 t=32011
dù 	度	c=1 d=1 t=29037
dù guò 	度过	c=1 d=2.46933e-17 t=32011
dú 	读	c=3 d=0.000308489 t=32011
dú dào 	读到	c=1 d=1 t=26189
dú lì 	独立	c=6 d=0.148823 t=32011
dú qǔ 	读取	c=6 d=0.0824965 t=32011
dú yí xià 	读一下	c=1 d=4.10433e-24 t=32011
dā jiàn 	搭建	c=5 d=0.0924539 t=32011
dā jiàn hǎo 	搭建好	c=1 d=3.75044e-22 t=32011
dān 	单	c=3 d=3.95562e-31 t=32011
dān cí 	单词	c=19 d=0.00485241 t=32011
dān duān 	单端	c=1 d=4.88428e-12 t=32011
dān dú 	单独	c=3 d=0.995012 t=32011
dān dāng 	担当	c=1 d=7.95752e-19 t=32011
dān fó shì 	丹佛市	c=1 d=1 t=25378
dān gè 	单个	c=2 d=3.44248e-14 t=32011
dān lì 	单利	c=8 d=0.0130203 t=32011
dān rèn 	担任	c=1 d=4.41107e-19 t=32011
dān shàng 	单上	c=1 d=1.4061e-39 t=32011
dān wèi 	单位	c=1 d=1 t=31773
dān xuǎn 	单选	c=1 d=1.05324e-22 t=32011
dān xīn 	担心	c=1 d=4.84474e-34 t=32011
dān yuán gé 	单元格	c=1 d=1.17347e-29 t=32011
dān yī 	单一	c=2 d=8.46425e-11 t=32011
dān yī diǎn 	单一点	c=1 d=8.50667e-10 t=32011
dāng 	当	c=3 d=9.88839e-16 t=32011
dāng qián 	当前	c=177 d=0.901627 t=32011
dāng qián xiàng mù 	当前项目	c=1 d=1.90593e-29 t=32011
dāng qián zǔ 	当前组	c=1 d=6.18112e-47 t=32011
dāng qiǎo 	当巧	c=2 d=2.73656e-20 t=32011
dāng rán 	当然	c=3 d=5.09047e-12 t=32011
dāng shí 	当时	c=4 d=3.71391e-17 t=32011
dēng lù 	登录	c=23 d=0.0197825 t=32011
děng 	等	c=12 d=0.000221212 t=32011
děng duō jiǔ 	等多久	c=1 d=1.2902e-27 t=32011
děng dài 	等待	c=4 d=2.42776e-08 t=32011
děng dào 	等到	c=2 d=0.00755912 t=32011
děng děng 	等等	c=6 d=0.0672055 t=32011
děng hǎo le 	等好了	c=1 d=1.00014e-31 t=32011
děng nǐ 	等你	c=2 d=2.50005e-43 t=32011
děng tā 	等他	c=1 d=1.50083e-12 t=32011
děng wǒ 	等我	c=13 d=0.657047 t=32011
děng wǒ men 	等我们	c=1 d=1 t=24419
děng yú 	等于	c=2 d=1.7827 t=27832
děng zhe 	等着	c=2 d=2.75285e-09 t=32011
dī 	低	c=6 d=0.00414854 t=32011
dī bǎn běn 	低版本	c=3 d=2.88602e-18 t=32011
dīng dīng 	钉钉	c=2 d=0.00012465 t=32011
dīng zhe 	盯着	c=1 d=1 t=29419
dōng dōng 	东东	c=1 d=4.89942e-19 t=32011
dōng xi 	东西	c=11 d=0.452037 t=32011
dōu 	都	c=34 d=0.756788 t=32011
dōu bú yuàn yì 	都不愿意	c=1 d=4.85134e-50 t=32011
dōu bú yòng 	都不用	c=1 d=2.60133e-12 t=32011
dōu fù gài 	都覆盖	c=1 d=1 t=31610
dōu gǎi 	都改	c=1 d=4.62589e-49 t=32011
dōu huì 	都会	c=4 d=1.85988e-06 t=32011
dōu kāi 	都开	c=1 d=1 t=31505
dōu kě yǐ 	都可以	c=2 d=0.020141 t=32011
dōu méi yǒu 	都没有	c=3 d=1.64699e-17 t=32011
dōu néng 	都能	c=2 d=0.0599047 t=32011
dōu shì 	都是	c=22 d=0.000907524 t=32011
dōu shí xiàn 	都实现	c=1 d=1 t=29102
dōu wéi 	都为	c=1 d=1.93638e-39 t=32011
dōu xíng 	都行	c=1 d=1 t=25548
dōu xī wàng 	都希望	c=1 d=1.1648e-30 t=32011
dōu xū yào 	都需要	c=3 d=0.0816756 t=32011
dōu xǐ 	都洗	c=1 d=4.43242e-17 t=32011
dōu yào 	都要	c=2 d=1.57344e-09 t=32011
dōu yǐ 	都以	c=1 d=1 t=31910
dōu yǒu 	都有	c=10 d=0.19076 t=32011
dōu yǔ 	都与	c=1 d=1 t=27165
dōu zài 	都在	c=2 d=3.74721e-30 t=32011
dūn 	蹲	c=1 d=1 t=26803
dǎ 	打	c=7 d=0.0925506 t=32011
dǎ bāo 	打包	c=18 d=0.0337034 t=32011
dǎ bāo jī 	打包机	c=1 d=1 t=30383
dǎ chē 	打车	c=4 d=0.155416 t=32011
dǎ chū 	打出	c=1 d=1 t=29808
dǎ duàn 	打断	c=1 d=2.52831e-30 t=32011
dǎ gè 	打个	c=1 d=2.25949e-31 t=32011
dǎ huí 	打回	c=2 d=1.97045 t=24255
dǎ jī 	打击	c=1 d=4.56741e-17 t=32011
dǎ kāi 	打开	c=29 d=0.548628 t=32011
dǎ liè biǎo 	打列表	c=1 d=1.47087e-10 t=32011
dǎ qǐ lái 	打起来	c=1 d=7.56813e-17 t=32011
dǎ rǎo 	打扰	c=1 d=1.75515e-30 t=32011
dǎ tōng 	打通	c=1 d=1 t=27283
dǎ yìn 	打印	c=22 d=0.000844092 t=32011
dǎ yìn jī 	打印机	c=3 d=0.000119762 t=32011
dǎ zào 	打造	c=2 d=4.81806e-15 t=32011
dǎng qiáng 	挡墙	c=1 d=1.03183e-45 t=32011
dǎo chū 	导出	c=10 d=0.516851 t=32011
dǎo chū lái 	导出来	c=1 d=4.68065e-11 t=32011
dǎo háng 	导航	c=1 d=4.13122e-42 t=32011
dǎo háng lán 	导航栏	c=2 d=7.15582e-05 t=32011
dǎo jì shí 	倒计时	c=6 d=1.95428e-23 t=32011
dǎo rù 	导入	c=9 d=0.891366 t=32011
dǎo zhì 	导致	c=28 d=0.0352602 t=32011
dǎo zhì de 	导致的	c=1 d=3.00458e-31 t=32011
dǐ bù 	底部	c=16 d=0.157064 t=32011
dǐ céng 	底层	c=7 d=5.68554e-05 t=32011
dǐng bù 	顶部	c=11 d=9.32189e-16 t=32011
dǒng 	懂	c=2 d=9.07488e-06 t=32011
dǒng bù 	懂不	c=3 d=1.67535e-12 t=32011
dǒng ma 	懂吗	c=1 d=1.2375e-07 t=32011
fàn bìng 	犯病	c=1 d=1.22157e-31 t=32011
fàn diàn 	饭店	c=1 d=7.87566e-15 t=32011
fàn huà 	泛化	c=0 d=6.20154e-28 t=32011
fàn huà xìng 	泛化性	c=1 d=6.23262e-27 t=32011
fàn rén 	犯人	c=1 d=1 t=27435
fàn shì 	范式	c=2 d=1.97531 t=28537
fàn wéi 	范围	c=1 d=1 t=23920
fàng 	放	c=7 d=0.00018046 t=32011
fàng dào 	放到	c=35 d=0.457125 t=32011
fàng jià 	放假	c=3 d=0.272532 t=32011
fàng jìn qù 	放进去	c=1 d=1 t=29529
fàng pì 	放屁	c=2 d=7.01651e-09 t=32011
fàng qì 	放弃	c=1 d=8.22808e-30 t=32011
fàng wǒ 	放我	c=1 d=1 t=25475
fàng zhì 	放置	c=4 d=6.0246e-10 t=32011
fàng zài 	放在	c=2 d=0.0898153 t=32011
fán rén 	烦人	c=1 d=1 t=27436
fáng hù 	防护	c=4 d=0.034977 t=32011
fáng zhǐ 	防止	c=3 d=3.44482e-22 t=32011
fáng zi 	房子	c=1 d=5.0862e-18 t=32011
fèi qì 	废弃	c=1 d=1.56533e-07 t=32011
fèng zǐ jié hūn 	奉子结婚	c=1 d=2.02172e-17 t=32011
fù 	父	c=2 d=0.19205 t=32011
fù chá 	复查	c=1 d=3.46139e-49 t=32011
fù chū 	付出	c=1 d=8.57582e-17 t=32011
fù cí 	副词	c=1 d=1 t=31755
fù dài 	附带	c=4 d=3.12852e-33 t=32011
fù dān 	负担	c=2 d=0.543351 t=32011
fù fèi 	付费	c=1 d=1 t=26037
fù gài 	覆盖	c=10 d=0.127454 t=32011
fù gài lǜ 	覆盖率	c=2 d=0.379083 t=32011
fù jiàn 	附件	c=1 d=2.36638e-16 t=32011
fù lèi 	父类	c=9 d=0.0113165 t=32011
fù mǔ 	父母	c=1 d=2.2568e-17 t=32011
fù pán 	复盘	c=2 d=0.00100779 t=32011
fù xiàn 	复现	c=9 d=0.143704 t=32011
fù yòng 	复用	c=4 d=4.30816e-06 t=32011
fù zhì 	复制	c=23 d=0.3588 t=32011
fù zá 	复杂	c=5 d=0.000304011 t=32011
fù zá xìng 	复杂性	c=1 d=1 t=24904
fù zé 	负责	c=2 d=0.0145524 t=32011
fù zé rén 	负责人	c=2 d=1.07342e-10 t=32011
fù zǔ jiàn 	父组件	c=1 d=1 t=30224
fú duān 	服端	c=1 d=3.83141e-38 t=32011
fú dǐng 	福鼎	c=1 d=8.08465e-29 t=32011
fú hào 	符号	c=1 d=1 t=28333
fú hé 	符合	c=11 d=2.28519e-07 t=32011
fú wù 	服务	c=5 d=1.72966e-05 t=32011
fú wù duān 	服务端	c=1 d=1.65063e-43 t=32011
fú wù qì 	服务器	c=17 d=0.000319102 t=32011
fú wù shāng 	服务商	c=1 d=1 t=26029
fú wù yú 	服务于	c=1 d=1.46298e-35 t=32011
fú ěr màn 	福尔曼	c=1 d=1.43724e-32 t=32011
fā 	发	c=10 d=0.803495 t=32011
fā bù 	发布	c=16 d=1.28824 t=32011
fā bāo 	发包	c=1 d=1.97926e-32 t=32011
fā bǎn 	发版	c=2 d=1.68045 t=27424
fā chē 	发车	c=1 d=3.38236e-42 t=32011
fā huī 	发挥	c=3 d=9.69424e-18 t=32011
fā nǐ 	发你	c=12 d=0.0259911 t=32011
fā sòng 	发送	c=19 d=0.935806 t=32011
fā wǒ 	发我	c=4 d=2.65984e-09 t=32011
fā xiàn 	发现	c=5 d=0.0123546 t=32011
fā yí jù 	发一句	c=1 d=5.43333e-30 t=32011
fā yí xià 	发一下	c=1 d=1 t=29139
fā yóu jiàn 	发邮件	c=1 d=1 t=26212
fā zhī qián 	发之前	c=1 d=1 t=29697
fā zhǎn 	发展	c=4 d=4.33049e-08 t=32011
fān qié 	番茄	c=1 d=8.41316e-27 t=32011
fān yè 	翻页	c=1 d=0.00501661 t=32011
fān yì 	翻译	c=5 d=1.06071e-07 t=32011
fāng 	方	c=1 d=2.23237e-36 t=32011
fāng biàn 	方便	c=57 d=0.0604362 t=32011
fāng fǎ 	方法	c=12 d=0.000473607 t=32011
fāng shì 	方式	c=55 d=0.0555539 t=32011
fāng xiàng 	方向	c=22 d=0.204646 t=32011
fāng àn 	方案	c=50 d=0.4653 t=32011
fēi cháng 	非常	c=1 d=1.7561e-07 t=32011
fēi dé 	非得	c=1 d=5.8263e-28 t=32011
fēi shū 	飞书	c=1 d=3.83272e-42 t=32011
fēi wèi yǔ 	非谓语	c=1 d=1 t=31699
fēi yáng 	飞扬	c=1 d=2.07826e-18 t=32011
fēn 	分	c=2 d=0.229925 t=32011
fēn bié 	分别	c=8 d=0.293967 t=32011
fēn bù qīng 	分不清	c=1 d=1 t=24341
fēn bāo 	分包	c=1 d=3.37076e-31 t=32011
fēn céng 	分层	c=1 d=1 t=25390
fēn fā 	分发	c=1 d=1 t=28229
fēn gē xiàn 	分割线	c=1 d=1.35073e-37 t=32011
fēn kuài 	分块	c=1 d=0.00456197 t=32011
fēn kāi 	分开	c=1 d=0.32628 t=32011
fēn lèi 	分类	c=7 d=0.0479953 t=32011
fēn nà me 	分那么	c=1 d=1.72191e-11 t=32011
fēn pèi 	分配	c=1 d=0.000863083 t=32011
fēn píng 	分屏	c=1 d=0.00634556 t=32011
fēn wéi 	分为	c=5 d=0.000186181 t=32011
fēn xiǎng 	分享	c=7 d=2.4916e-05 t=32011
fēn xī 	分析	c=24 d=0.932412 t=32011
fēn xī yí xià 	分析一下	c=1 d=1 t=30099
fēn zhī 	分支	c=12 d=0.00285124 t=32011
fēn zhōng 	分钟	c=6 d=5.5777e-15 t=32011
fēn zǔ 	分组	c=4 d=4.95809e-12 t=32011
fēng 	封	c=2 d=4.77659e-18 t=32011
fēng fù 	丰富	c=1 d=1 t=26611
fēng gé 	风格	c=21 d=0.985112 t=32011
fēng miàn 	封面	c=1 d=1 t=25698
fēng xiǎn 	风险	c=2 d=0.0117959 t=32011
fēng zhuāng 	封装	c=3 d=8.78273e-25 t=32011
fǎ 	法	c=2 d=0.342413 t=32011
fǎ lǜ 	法律	c=1 d=1 t=31122
fǎ wù 	法务	c=1 d=1 t=31044
fǎn bó 	反驳	c=1 d=0.421052 t=32011
fǎn fù 	反复	c=1 d=6.42572e-33 t=32011
fǎn huí 	返回	c=11 d=9.89299e-06 t=32011
fǎn huí zhí 	返回值	c=1 d=2.91777e-39 t=32011
fǎn kuì 	反馈	c=5 d=3.07602e-10 t=32011
fǎn kǒu 	反口	c=1 d=9.24217e-15 t=32011
fǎn sī 	反思	c=2 d=6.09013e-12 t=32011
fǎn yìng 	反应	c=6 d=0.01231 t=32011
fǎn zhèng 	反正	c=1 d=1.17124e-36 t=32011
fǎn ér 	反而	c=3 d=0.00011391 t=32011
fǎng wèn 	访问	c=6 d=0.00381048 t=32011
fǎng zhào 	仿照	c=1 d=9.24659e-50 t=32011
fǎng zhēn jī 	仿真机	c=1 d=1 t=27364
fǒu 	否	c=3 d=2.53753e-14 t=32011
fǔ zhù 	辅助	c=7 d=1.14562 t=32011
guà 	挂	c=1 d=1 t=27032
guà zǎi 	挂载	c=1 d=0.0317456 t=32011
guài bu de 	怪不得	c=1 d=0.289384 t=32011
guì lǐ 	柜里	c=1 d=0.000160856 t=32011
guò 	过	c=11 d=0.000577617 t=32011
guò chéng 	过程	c=2 d=1.00006 t=28841
guò diào 	过掉	c=1 d=1.66666e-39 t=32011
guò duō 	过多	c=5 d=0.425283 t=32011
guò dù 	过度	c=10 d=0.953643 t=32011
guò gāo 	过高	c=1 d=4.89343e-34 t=32011
guò le 	过了	c=1 d=2.73516e-14 t=32011
guò lái 	过来	c=2 d=1.96561 t=27268
guò nián 	过年	c=2 d=1.6998e-06 t=32011
guò qù 	过去	c=2 d=3.6084e-09 t=32011
guò qī 	过期	c=3 d=1.45345e-12 t=32011
guò wán nián 	过完年	c=1 d=1.88241e-30 t=32011
guò wǎng 	过往	c=1 d=4.92047e-40 t=32011
guò yú 	过于	c=1 d=3.61086e-17 t=32011
guò zhe 	过着	c=1 d=7.41828e-17 t=32011
guó nèi 	国内	c=4 d=0.155738 t=32011
guó nèi bǎn 	国内版	c=1 d=0.0306538 t=32011
guó qū 	国区	c=1 d=0.00856561 t=32011
guó qǐ 	国企	c=1 d=3.65585e-45 t=32011
guān 	关	c=1 d=1.79554e-33 t=32011
guān bì 	关闭	c=9 d=0.00687406 t=32011
guān cí 	冠词	c=1 d=1 t=31820
guān fāng 	官方	c=18 d=0.0826674 t=32011
guān fāng kù 	官方库	c=1 d=4.80895e-35 t=32011
guān jiàn cí 	关键词	c=2 d=2.25202e-06 t=32011
guān jìn 	关进	c=1 d=5.50495e-37 t=32011
guān jī 	关机	c=5 d=1.42846e-40 t=32011
guān kàn 	观看	c=1 d=1 t=27388
guān le 	关了	c=1 d=7.85373e-41 t=32011
guān lián 	关联	c=2 d=0.0720785 t=32011
guān wǎng 	官网	c=1 d=0.0101022 t=32011
guān xì 	关系	c=6 d=0.0139104 t=32011
guān xīn 	关心	c=2 d=5.1347e-12 t=32011
guān yú 	关于	c=31 d=0.121367 t=32011
guān ài 	关爱	c=1 d=5.33317e-17 t=32011
guī dàng 	归档	c=4 d=1.08177e-05 t=32011
guī fàn 	规范	c=24 d=2.51644e-09 t=32011
guī huà 	规划	c=1 d=1.16061e-17 t=32011
guī jī 	硅基	c=2 d=9.20041e-42 t=32011
guī lǜ 	规律	c=3 d=5.95542e-08 t=32011
guī zé 	规则	c=13 d=7.21037e-06 t=32011
guǎn 	管	c=1 d=1.96771e-22 t=32011
guǎn lǐ 	管理	c=8 d=0.0173355 t=32011
guǎn shì 	管事	c=1 d=5.8384e-23 t=32011
guǒ duàn 	果断	c=1 d=3.67305e-12 t=32011
guǒ rán 	果然	c=1 d=2.70887e-18 t=32011
gàn diào 	干掉	c=2 d=2.21149e-11 t=32011
gàn shá 	干啥	c=8 d=0.159614 t=32011
gào sù 	告诉	c=15 d=0.000607377 t=32011
gào sù wǒ 	告诉我	c=8 d=0.438235 t=32011
gào wǒ 	告我	c=1 d=2.20865e-28 t=32011
