# Rime user dictionary
#@/db_name	rime_mint
#@/db_type	userdb
#@/rime_version	1.13.0
#@/tick	32011
#@/user_id	ad3c437b-04c4-483c-8723-c12dbf83d6b6
gè 	个	c=31 d=0.823832 t=32011
gè lèi 	各类	c=1 d=3.34131e-16 t=32011
gè rén 	个人	c=3 d=0.00568457 t=32011
gè shù 	个数	c=3 d=6.49382e-10 t=32011
gè zhǒng 	各种	c=2 d=5.43813e-11 t=32011
gè zì 	各自	c=1 d=5.33408e-19 t=32011
gèng 	更	c=1 d=1.49284e-08 t=32011
gèng duō 	更多	c=2 d=5.0987e-07 t=32011
gèng hǎo 	更好	c=10 d=0.66701 t=32011
gèng jiā 	更加	c=21 d=0.182148 t=32011
gèng kuài 	更快	c=1 d=1.06271e-39 t=32011
gèng xiàng 	更像	c=1 d=1 t=28602
gé lí 	隔离	c=4 d=1.42371e-09 t=32011
gé shì 	格式	c=17 d=0.930097 t=32011
gé shì huà 	格式化	c=1 d=5.40807e-34 t=32011
gòng shí 	共识	c=1 d=7.58361e-41 t=32011
gòng xiàn 	贡献	c=7 d=0.0515983 t=32011
gòng xiǎng 	共享	c=1 d=0.0642483 t=32011
gòng yòng 	共用	c=4 d=0.0086517 t=32011
gòu 	够	c=2 d=6.93374e-07 t=32011
gòu bú gòu 	够不够	c=1 d=1.00758e-30 t=32011
gòu chéng 	构成	c=1 d=1 t=29920
gòu jiàn 	构建	c=8 d=1.86952e-08 t=32011
gòu xiǎng 	构想	c=1 d=1.27363e-22 t=32011
gù dìng 	固定	c=7 d=6.71707e-06 t=32011
gù jiàn 	固件	c=5 d=4.03509 t=29729
gāi 	该	c=56 d=0.51723 t=32011
gāi xiàng mù 	该项目	c=3 d=2.92644 t=31536
gān cuì 	干脆	c=1 d=9.61935e-15 t=32011
gān jìng 	干净	c=1 d=2.59814e-27 t=32011
gāng 	刚	c=5 d=6.68643e-39 t=32011
gāng cái 	刚才	c=28 d=0.231999 t=32011
gāng cāo 	刚操	c=1 d=1 t=29499
gāng fā 	刚发	c=1 d=7.572e-23 t=32011
gāng gāng hǎo 	刚刚好	c=1 d=0.400517 t=32011
gāng qín shī 	钢琴师	c=1 d=1.32561e-22 t=32011
gāng xiǎng qǐ lái 	刚想起来	c=1 d=9.7124e-40 t=32011
gāo 	高	c=8 d=0.000102055 t=32011
gāo bǎn běn 	高版本	c=2 d=2.98758e-11 t=32011
gāo dù 	高度	c=1 d=5.70899e-24 t=32011
gāo jí 	高级	c=2 d=1.08698e-40 t=32011
gāo tiě 	高铁	c=1 d=1.06198e-31 t=32011
gāo zhōng 	高中	c=1 d=5.40439e-26 t=32011
gāo zhōng dī 	高中低	c=2 d=1.49831e-21 t=32011
gē 	哥	c=11 d=3.67063e-05 t=32011
gēn 	根	c=8 d=0.740818 t=32011
gēn 	跟	c=77 d=0.110313 t=32011
gēn jìn 	跟进	c=1 d=1.64189e-10 t=32011
gēn jù 	根据	c=25 d=0.108552 t=32011
gēn mù lù 	根目录	c=10 d=0.268179 t=32011
gēn nǐ 	跟你	c=7 d=0.109701 t=32011
gēn nǐ men 	跟你们	c=1 d=1.79616e-37 t=32011
gēn rén jiā 	跟人家	c=1 d=2.72199e-16 t=32011
gēn tā 	跟他	c=1 d=0.000150733 t=32011
gēn wǒ 	跟我	c=6 d=0.83527 t=32011
gēn zhe 	跟着	c=2 d=1.26685e-18 t=32011
gēn zōng 	跟踪	c=2 d=1.13941e-06 t=32011
gēng gǎi 	更改	c=16 d=0.844869 t=32011
gēng huàn 	更换	c=1 d=1 t=30541
gēng xīn 	更新	c=54 d=0.549019 t=32011
gēng zhèng 	更正	c=1 d=0.0473589 t=32011
gěi 	给	c=74 d=0.0871988 t=32011
gěi chū 	给出	c=9 d=0.0452724 t=32011
gěi chū fāng àn 	给出方案	c=1 d=0.65377 t=32011
gěi nǐ 	给你	c=25 d=1.08224 t=32011
gěi wǒ 	给我	c=45 d=0.969107 t=32011
gōng 	供	c=2 d=7.284e-08 t=32011
gōng chéng 	工程	c=69 d=0.484344 t=32011
gōng chéng shī 	工程师	c=8 d=0.12938 t=32011
gōng dān 	工单	c=3 d=0.0260255 t=32011
gōng jù 	工具	c=11 d=7.9521e-11 t=32011
gōng kāi kè 	公开课	c=1 d=1 t=24358
gōng néng 	功能	c=102 d=0.83768 t=32011
gōng nǐ 	供你	c=1 d=2.05933e-28 t=32011
gōng shì 	公式	c=3 d=0.63011 t=32011
gōng sī 	公司	c=16 d=0.653887 t=32011
gōng wèi 	工位	c=2 d=9.03577e-14 t=32011
gōng zhòng hào 	公众号	c=1 d=3.46032e-16 t=32011
gōng zuò 	工作	c=18 d=0.120633 t=32011
gōng zuò liàng 	工作量	c=3 d=3.35691e-12 t=32011
gōng zuò liú 	工作流	c=2 d=3.1289e-08 t=32011
gōng zuò qū 	工作区	c=2 d=1.00002 t=31365
gōng zī 	工资	c=1 d=1 t=25758
gōu tōng 	沟通	c=6 d=0.00145173 t=32011
gōu tōng huì 	沟通会	c=0 d=4.77423e-39 t=32011
gōu tōng huì yǐ 	沟通会以	c=1 d=4.79816e-38 t=32011
gōu xuǎn 	勾选	c=1 d=1.28002e-22 t=32011
gū dú 	孤独	c=1 d=1.16342e-16 t=32011
gū jì 	估计	c=3 d=2.11938e-05 t=32011
gū suàn 	估算	c=1 d=1 t=30082
gǎi 	改	c=81 d=1.99327 t=32011
gǎi bù gǎi 	改不改	c=1 d=3.05362e-45 t=32011
gǎi chéng 	改成	c=1 d=1 t=29277
gǎi cuò 	改错	c=1 d=7.51862e-28 t=32011
gǎi diào 	改掉	c=1 d=2.44052e-26 t=32011
gǎi dòng 	改动	c=10 d=0.500123 t=32011
gǎi gǎi 	改改	c=3 d=1.31221e-20 t=32011
gǎi huí qù 	改回去	c=2 d=3.95979e-14 t=32011
gǎi hǎo 	改好	c=1 d=0.697676 t=32011
gǎi jìn 	改进	c=5 d=0.133989 t=32011
gǎi le 	改了	c=2 d=3.81243e-09 t=32011
gǎi néng 	改能	c=1 d=1.94277e-19 t=32011
gǎi shàn 	改善	c=1 d=3.20146e-13 t=32011
gǎi shá 	改啥	c=1 d=1.52819e-48 t=32011
gǎi wán 	改完	c=11 d=0.433874 t=32011
gǎi wéi 	改为	c=27 d=0.0601286 t=32011
gǎi yí xià 	改一下	c=1 d=2.46765e-09 t=32011
gǎi zhī qián 	改之前	c=1 d=6.89772e-14 t=32011
gǎn 	敢	c=2 d=0.00458484 t=32011
gǎn chē 	赶车	c=1 d=2.19539e-16 t=32011
gǎn jué 	感觉	c=5 d=9.99876e-17 t=32011
gǎn jǐn 	赶紧	c=1 d=3.74725e-12 t=32011
gǎn xìng 	感性	c=1 d=3.54792e-16 t=32011
gǎn xìng qù 	感兴趣	c=3 d=1.30062e-15 t=32011
gǎn zhī 	感知	c=2 d=1.02263e-28 t=32011
gǎng wèi 	岗位	c=1 d=3.12348e-17 t=32011
gǎo 	搞	c=2 d=0.440432 t=32011
gǎo bù wán 	搞不完	c=1 d=7.37727e-40 t=32011
gǎo dìng 	搞定	c=2 d=0.141876 t=32011
gǔ dǐ 	谷底	c=1 d=1.74129e-25 t=32011
gǔ lǎo 	古老	c=1 d=3.09872e-41 t=32011
gǔn dòng 	滚动	c=2 d=6.00706e-43 t=32011
huà 	化	c=6 d=3.29661e-34 t=32011
huà 	话	c=40 d=0.232656 t=32011
huà fēn 	划分	c=2 d=9.06224e-19 t=32011
huài 	坏	c=1 d=4.68782e-29 t=32011
huàn 	换	c=2 d=0.71177 t=32011
huàn chéng 	换成	c=11 d=0.458406 t=32011
huàn gè 	换个	c=2 d=0.000605171 t=32011
huàn huàn 	换换	c=2 d=7.29393e-24 t=32011
huàn qí tā 	换其他	c=1 d=3.82099e-06 t=32011
huàn shǒu jī 	换手机	c=1 d=0.00748391 t=32011
huàn xiǎng 	幻想	c=1 d=6.48147e-17 t=32011
huàn xīn 	换新	c=1 d=0.704688 t=32011
huá dòng 	滑动	c=11 d=4.09547e-19 t=32011
huá dōng 	华东	c=1 d=2.36671e-47 t=32011
huá kuài 	滑块	c=1 d=1.14645e-49 t=32011
huá wéi 	华为	c=1 d=1 t=29621
huái hèn 	怀恨	c=1 d=3.81502e-17 t=32011
huái yí 	怀疑	c=4 d=0.852144 t=32011
huái yùn 	怀孕	c=2 d=8.59407e-17 t=32011
huán jìng 	环境	c=33 d=1.04601 t=32011
huán yì 	环艺	c=3 d=0.847894 t=32011
huáng sè 	黄色	c=1 d=3.17058e-46 t=32011
huì 	会	c=75 d=0.943229 t=32011
huì bào 	汇报	c=3 d=1.71534 t=31105
huì bèi 	会被	c=1 d=1.65834e-39 t=32011
huì bú huì 	会不会	c=4 d=4.29704e-05 t=32011
huì fàng dào 	会放到	c=1 d=1 t=31735
huì shǐ yòng 	会使用	c=1 d=3.34928e-44 t=32011
huì yì 	会议	c=18 d=0.00302185 t=32011
huì yì shì 	会议室	c=3 d=4.92063e-11 t=32011
huì yǒu 	会有	c=3 d=2.56879e-11 t=32011
huì yǒu wèn tí 	会有问题	c=1 d=1 t=26224
huí 	回	c=1 d=3.07697e-17 t=32011
huí chē 	回车	c=3 d=0.075595 t=32011
huí diào 	回调	c=2 d=1.97045 t=28053
huí dá 	回答	c=9 d=1.10288 t=32011
huí fù 	回复	c=10 d=2.0403e-07 t=32011
huí fù wǒ 	回复我	c=2 d=0.102797 t=32011
huí guī 	回归	c=1 d=8.23956e-17 t=32011
huí gù 	回顾	c=1 d=3.05164e-08 t=32011
huí jiā 	回家	c=3 d=1.90696e-06 t=32011
huí lái 	回来	c=3 d=0.759572 t=32011
huí qù 	回去	c=2 d=1.11086e-31 t=32011
huí shì 	回事	c=13 d=4.04923e-11 t=32011
huí tián 	回填	c=1 d=1.50467e-42 t=32011
huí tuì 	回退	c=4 d=1.4599e-07 t=32011
huò qǔ 	获取	c=6 d=3.09082e-11 t=32011
huò zhě 	或者	c=38 d=1.10051 t=32011
huó 	活	c=2 d=1.12025e-16 t=32011
huó yuè dù 	活跃度	c=1 d=4.45298e-42 t=32011
huā le 	花了	c=1 d=1 t=29574
huā nǐ qián 	花你钱	c=0 d=2.07791e-17 t=32011
huā pén 	花盆	c=2 d=1.06473e-24 t=32011
huāng 	慌	c=1 d=5.08188e-08 t=32011
huī 	辉	c=1 d=4.04817e-09 t=32011
huī fù 	恢复	c=1 d=9.76306e-13 t=32011
huī fù hòu 	恢复后	c=1 d=1 t=28015
huī sè 	灰色	c=5 d=0.0665368 t=32011
huǎn cún 	缓存	c=3 d=2.16319e-08 t=32011
huǒ 	火	c=1 d=4.91812e-05 t=32011
huǒ guō 	火锅	c=3 d=1.60605e-15 t=32011
huǒ shān 	火山	c=2 d=0.0096577 t=32011
hào 	号	c=16 d=0.00697795 t=32011
hào mǎ 	号码	c=1 d=6.19732e-19 t=32011
hào qí xīn 	好奇心	c=1 d=4.09012e-42 t=32011
hào shí 	耗时	c=14 d=2.69938 t=31059
hào shí jiǔ 	耗时久	c=1 d=1 t=29889
hái 	还	c=25 d=0.332871 t=32011
hái chǔ yú 	还处于	c=1 d=1 t=28744
hái děi 	还得	c=1 d=1.92574e-33 t=32011
hái huì 	还会	c=2 d=4.46313e-10 t=32011
hái huì shì 	还会是	c=1 d=2.3827e-38 t=32011
hái hǎo 	还好	c=2 d=0.00591656 t=32011
hái hǎo ma 	还好吗	c=1 d=0.19593 t=32011
hái kě néng 	还可能	c=1 d=2.15522e-34 t=32011
hái kě yǐ 	还可以	c=6 d=3.60718e-05 t=32011
hái méi 	还没	c=1 d=1.99399e-31 t=32011
hái méi yǒu 	还没有	c=3 d=1.74853e-15 t=32011
hái néng 	还能	c=2 d=3.95979e-14 t=32011
hái qiàn 	还欠	c=1 d=1 t=24986
hái shì 	还是	c=96 d=1.73402 t=32011
hái xiǎng 	还想	c=2 d=2.24e-16 t=32011
hái xíng 	还行	c=3 d=0.00158844 t=32011
hái xū yào 	还需要	c=8 d=0.0138427 t=32011
hái xǐ huan 	还喜欢	c=1 d=1.00221e-26 t=32011
hái yuán 	还原	c=1 d=1.23175e-11 t=32011
hái yào 	还要	c=11 d=1.88118 t=32011
hái yǒu 	还有	c=53 d=0.238115 t=32011
hái yǒu méi yǒu 	还有没有	c=2 d=2.20565e-12 t=32011
hái yǒu yǒu méi yǒu 	还有有没有	c=1 d=3.22189e-29 t=32011
hái zi 	孩子	c=3 d=1.37441e-16 t=32011
hái zài 	还在	c=3 d=2.78232e-09 t=32011
hán 	含	c=1 d=1 t=28539
hán guó 	韩国	c=4 d=0.0706512 t=32011
hán shù 	函数	c=20 d=0.000194782 t=32011
hán shù shì 	函数式	c=6 d=2.56219 t=31396
hán shù shì biān chéng 	函数式编程	c=1 d=1 t=26182
háng 	行	c=23 d=0.0380063 t=32011
háng shù 	行数	c=2 d=0.000380129 t=32011
hé 	合	c=1 d=1 t=31674
hé 	和	c=176 d=3.84837 t=32011
hé bìng 	合并	c=5 d=2.82084e-08 t=32011
hé bù hé lǐ 	合不合理	c=1 d=5.38202e-36 t=32011
hé duì 	核对	c=3 d=3.26678e-09 t=32011
hé lǐ 	合理	c=19 d=0.0765635 t=32011
hé nǐ 	和你	c=2 d=6.65708e-08 t=32011
hé shì 	合适	c=33 d=0.295389 t=32011
hé xīn 	核心	c=12 d=1.04962 t=32011
hé xǔ 	何许	c=1 d=1 t=29069
hé zhǐ 	何止	c=1 d=0.687289 t=32011
héng dìng 	恒定	c=1 d=1 t=27963
héng xiàng 	横向	c=2 d=1.3181e-14 t=32011
hòu 	候	c=1 d=1 t=29915
hòu 	后	c=87 d=0.786497 t=32011
hòu de 	后的	c=1 d=3.31031e-24 t=32011
hòu miàn 	后面	c=9 d=0.293551 t=32011
hòu qī 	后期	c=5 d=9.68764e-10 t=32011
hòu tái 	后台	c=2 d=6.12835e-05 t=32011
hòu xù 	后续	c=22 d=0.000426803 t=32011
hóng 	宏	c=2 d=0.0982736 t=32011
hóng 	红	c=1 d=1 t=27215
hóng bāo 	红包	c=2 d=8.60293e-14 t=32011
hóng jiǔ 	红酒	c=1 d=6.45573e-29 t=32011
hóng méng 	鸿蒙	c=5 d=0.0106734 t=32011
hóng pí shū 	红皮书	c=3 d=2.78845 t=26200
hóng shǔ 	红薯	c=2 d=1.00028 t=28847
hóng sè 	红色	c=1 d=2.51057e-06 t=32011
hùn luàn 	混乱	c=1 d=6.56355e-18 t=32011
hā 	哈	c=11 d=0.319825 t=32011
hā hā 	哈哈	c=4 d=3.57189e-07 t=32011
hā hā hā 	哈哈哈	c=1 d=1 t=26762
hā lóu 	哈喽	c=2 d=1.89137 t=29608
hē 	喝	c=4 d=3.4843e-09 t=32011
hē ba 	喝吧	c=1 d=5.75736e-35 t=32011
hē nǎi chá 	喝奶茶	c=2 d=6.62726e-09 t=32011
hēi 	黑	c=1 d=1 t=28253
hēi huà 	黑化	c=1 d=1 t=27272
hēi sè 	黑色	c=3 d=5.58833e-08 t=32011
hēng 	哼	c=1 d=1 t=29440
hěn 	很	c=6 d=0.000320701 t=32011
hěn bù hǎo 	很不好	c=1 d=0.168638 t=32011
hěn chà 	很差	c=1 d=1.98337e-27 t=32011
hěn duō 	很多	c=7 d=1.25642e-09 t=32011
hěn dà 	很大	c=1 d=8.85204e-37 t=32011
hěn gāo 	很高	c=2 d=1 t=28921
hěn hǎo 	很好	c=3 d=2.66075e-13 t=32011
hěn lǐ xiǎng 	很理想	c=1 d=3.3865e-27 t=32011
hěn mí máng 	很迷茫	c=1 d=7.74101e-18 t=32011
hěn míng xiǎn 	很明显	c=2 d=1.53935e-16 t=32011
hěn shàn cháng 	很擅长	c=1 d=1.44646e-19 t=32011
hěn shì 	很是	c=3 d=4.96937e-17 t=32011
hěn xǐ huan 	很喜欢	c=2 d=2.01581e-12 t=32011
hū lán 	呼兰	c=1 d=4.86918e-05 t=32011
hū lüè 	忽略	c=6 d=0.174645 t=32011
hūn yīn 	婚姻	c=1 d=1.251e-17 t=32011
hǎi cí 	海词	c=1 d=3.00407e-29 t=32011
hǎi míng wēi 	海明威	c=1 d=3.23143e-05 t=32011
hǎi wài 	海外	c=1 d=0.00860854 t=32011
hǎo 	好	c=130 d=1.34616 t=32011
hǎo ba 	好吧	c=1 d=1.22853e-39 t=32011
hǎo chù 	好处	c=2 d=3.1004e-18 t=32011
hǎo chī 	好吃	c=6 d=0.315058 t=32011
hǎo chī ma 	好吃吗	c=0 d=0.0190139 t=32011
hǎo de 	好的	c=29 d=0.103312 t=32011
hǎo de ba 	好的吧	c=2 d=0.331211 t=32011
hǎo de hǎo chī ma 	好的好吃吗	c=1 d=0.191092 t=32011
hǎo duō 	好多	c=1 d=0.26054 t=32011
hǎo dān xīn 	好担心	c=1 d=3.32521e-18 t=32011
hǎo hǎo 	好好	c=2 d=9.97821e-32 t=32011
hǎo jiǔ 	好久	c=1 d=1 t=31539
hǎo kàn 	好看	c=2 d=1.02732 t=26350
hǎo kě wù 	好可恶	c=1 d=1.23536e-16 t=32011
hǎo le 	好了	c=9 d=0.227063 t=32011
hǎo lèi 	好累	c=2 d=1.21591e-28 t=32011
hǎo lěng 	好冷	c=1 d=8.89036e-29 t=32011
hǎo ma 	好吗	c=1 d=6.16641e-19 t=32011
hǎo shēng 	好生	c=1 d=5.76342e-18 t=32011
hǎo xiàng 	好像	c=20 d=0.000550982 t=32011
hǎo yòng 	好用	c=1 d=0.50409 t=32011
hǒng nǐ 	哄你	c=2 d=1.4841e-27 t=32011
jià gé 	价格	c=1 d=0.0273237 t=32011
jià gòu 	架构	c=18 d=0.0481283 t=32011
jià gòu shī 	架构师	c=2 d=0.0526021 t=32011
jià qī 	假期	c=1 d=2.58299e-17 t=32011
jià zhí 	价值	c=3 d=1.4853e-05 t=32011
jiàn 	建	c=3 d=2.9872e-11 t=32011
jiàn cáng 	鉴藏	c=1 d=3.18332e-05 t=32011
jiàn jiàn 	渐渐	c=2 d=2.81214e-17 t=32011
jiàn jiē xìng 	间接性	c=1 d=4.80649e-29 t=32011
jiàn jìn 	渐进	c=1 d=1.26229e-05 t=32011
jiàn qiáng 	渐强	c=1 d=3.94272e-22 t=32011
jiàn quán 	健全	c=1 d=3.02952e-40 t=32011
jiàn shè 	建设	c=1 d=1.05231e-41 t=32011
jiàn tóu 	箭头	c=10 d=1.17588e-15 t=32011
jiàn xì 	间隙	c=0 d=1.14903e-47 t=32011
jiàn yì 	建议	c=6 d=0.082085 t=32011
jiàn yí gè 	建一个	c=1 d=8.6933e-30 t=32011
jiàng 	犟	c=1 d=1.36032e-32 t=32011
jiàng dào 	降到	c=1 d=5.14711e-11 t=32011
jiàng dī 	降低	c=3 d=0.0322254 t=32011
jiàng jí 	降级	c=1 d=1 t=25049
jiào 	叫	c=8 d=0.99005 t=32011
jiào 	教	c=3 d=7.375e-07 t=32011
jiào chéng 	教程	c=1 d=1 t=26426
jiào chū 	叫出	c=1 d=1 t=31719
jiào shá 	叫啥	c=2 d=7.47747e-25 t=32011
jiào shén me 	叫什么	c=1 d=7.11747e-30 t=32011
jiào xiǎo 	较小	c=1 d=0.00105417 t=32011
jiào xué 	教学	c=3 d=3.15981e-06 t=32011
jiào yàn 	校验	c=1 d=1 t=28369
jiáo qing 	矫情	c=1 d=3.39065e-12 t=32011
jiè cí 	介词	c=1 d=1 t=31810
jiè dìng 	界定	c=1 d=1 t=24674
jiè jiàn 	借鉴	c=1 d=1 t=30502
jiè shào 	介绍	c=1 d=4.6196e-33 t=32011
jiè wǒ 	借我	c=1 d=1.07266e-31 t=32011
jié diǎn 	节点	c=1 d=1 t=26939
jié diǎn tú 	节点图	c=1 d=1 t=27332
jié guǒ 	结果	c=5 d=3.31493e-11 t=32011
jié gòu 	结构	c=47 d=0.300892 t=32011
jié gòu shàng 	结构上	c=1 d=3.22528e-12 t=32011
jié hé 	结合	c=7 d=0.000365703 t=32011
jié hūn 	结婚	c=1 d=2.2909e-17 t=32011
jié qǔ 	截取	c=1 d=2.40166e-43 t=32011
jié shù 	结束	c=7 d=2.54323e-11 t=32011
jié shù le 	结束了	c=1 d=8.2865e-25 t=32011
jié shěng 	节省	c=1 d=9.04346e-24 t=32011
jié tú 	截图	c=6 d=0.0467998 t=32011
jié wěi 	结尾	c=1 d=1.18036e-39 t=32011
jié yuē 	节约	c=1 d=3.04056e-24 t=32011
jié zhǐ 	截止	c=1 d=1 t=27421
jié zòu 	节奏	c=1 d=1.29892e-18 t=32011
jiù 	就	c=100 d=2.65678 t=32011
jiù 	旧	c=16 d=0.0658748 t=32011
jiù biàn chéng 	就变成	c=1 d=1.12031e-13 t=32011
jiù bú huì 	就不会	c=1 d=1 t=27012
jiù bú yào la 	就不要啦	c=1 d=2.10888e-43 t=32011
jiù bǎ 	就把	c=1 d=0.000236397 t=32011
jiù duì le 	就对了	c=1 d=1 t=30129
jiù dài mǎ 	就代码	c=1 d=1 t=31466
jiù huì 	就会	c=3 d=5.25467e-19 t=32011
jiù huí qù 	就回去	c=1 d=2.96086e-35 t=32011
jiù kàn 	就看	c=1 d=3.06893e-45 t=32011
jiù kě 	就可	c=1 d=2.53176e-46 t=32011
jiù kě yǐ 	就可以	c=10 d=0.00501955 t=32011
jiù néng 	就能	c=2 d=0.00114197 t=32011
jiù nǐ 	就你	c=1 d=1 t=26793
jiù qiǎng bú dào 	就抢不到	c=1 d=1.40204e-05 t=32011
jiù qù 	就去	c=1 d=1 t=24035
jiù shuō 	就说	c=2 d=0.000128446 t=32011
jiù shì 	就是	c=51 d=0.436389 t=32011
jiù téng 	就疼	c=1 d=1 t=25205
jiù xiàng 	就像	c=2 d=4.83815e-18 t=32011
jiù xiàng mù 	旧项目	c=1 d=1 t=25556
jiù xiǎng 	就想	c=1 d=1.78416e-17 t=32011
jiù xíng 	就行	c=45 d=0.193643 t=32011
jiù xū yào 	就需要	c=2 d=0.0365162 t=32011
jiù yào 	就要	c=2 d=3.6541e-08 t=32011
jiù yīng gāi 	就应该	c=1 d=1 t=27199
jiù yǒu 	就有	c=2 d=0.000649051 t=32011
jiù zhè yàng 	就这样	c=1 d=9.14865e-13 t=32011
jiù zhī dào 	就知道	c=1 d=7.54474e-10 t=32011
jiù zhǐ shì 	就只是	c=1 d=1 t=24711
jiā 	加	c=26 d=0.548971 t=32011
jiā 	夹	c=4 d=1.53788e-05 t=32011
jiā 	家	c=5 d=1.4306e-07 t=32011
jiā bān 	加班	c=3 d=0.0776922 t=32011
jiā cuò 	加错	c=1 d=2.23009e-24 t=32011
jiā dào 	加到	c=1 d=2.89976e-25 t=32011
jiā gè 	加个	c=1 d=0.0274607 t=32011
jiā jià 	加价	c=1 d=3.74788e-14 t=32011
jiā le 	加了	c=2 d=0.0948935 t=32011
jiā lǐ 	家里	c=10 d=0.6776 t=32011
jiā rù 	加入	c=5 d=1.45975e-09 t=32011
jiā shàng 	加上	c=4 d=1.90056e-05 t=32011
jiā suǒ 	加锁	c=1 d=6.74368e-13 t=32011
jiā táng 	加糖	c=1 d=3.59041e-09 t=32011
jiā tíng 	家庭	c=2 d=1.68139e-16 t=32011
jiā yí gè 	加一个	c=2 d=1 t=30716
jiā yí xià 	加一下	c=1 d=1 t=28251
jiā zǎi 	加载	c=55 d=0.751916 t=32011
jiā zǎi kuàng 	加载框	c=1 d=0.0169075 t=32011
jiā zǎi zhōng 	加载中	c=1 d=1.81106e-46 t=32011
jiān 	间	c=1 d=1.09321e-19 t=32011
jiān guǒ 	坚果	c=1 d=1.32742e-38 t=32011
jiān jù 	间距	c=13 d=1.16777e-15 t=32011
jiān róng 	兼容	c=7 d=8.33539e-06 t=32011
jiān róng xìng 	兼容性	c=2 d=1.081e-14 t=32011
jiān tīng 	监听	c=2 d=8.67381e-33 t=32011
jiāo 	交	c=2 d=6.57942e-17 t=32011
jiāo chā 	交叉	c=1 d=1.39932e-41 t=32011
jiāo de 	教的	c=1 d=6.39932e-14 t=32011
jiāo gěi 	交给	c=2 d=5.32267e-15 t=32011
jiāo hù 	交互	c=18 d=4.94018e-07 t=32011
jiāo jiē 	交接	c=2 d=0.00138622 t=32011
jiāo náng 	胶囊	c=1 d=9.19138e-09 t=32011
jiāo nǐ 	教你	c=2 d=1.08178e-13 t=32011
jiāo wǒ 	教我	c=1 d=1 t=31782
jiē duàn 	阶段	c=2 d=8.17173e-08 t=32011
jiē dào 	接到	c=1 d=9.73092e-33 t=32011
jiē jìn 	接近	c=1 d=2.97934e-20 t=32011
jiē kǒu 	接口	c=12 d=0.000407691 t=32011
jiē rù 	接入	c=13 d=0.0900337 t=32011
jiē shòu 	接受	c=2 d=1.79591e-06 t=32011
jiē shōu 	接收	c=1 d=1 t=27642
jiē wǒ 	接我	c=1 d=1.07803e-31 t=32011
jiē xià lái 	接下来	c=1 d=6.79828e-49 t=32011
jiē yí xià 	接一下	c=1 d=5.21479e-47 t=32011
jiē zhe 	接着	c=5 d=2.82656e-07 t=32011
jiě 	姐	c=3 d=0.351692 t=32011
jiě bǎng 	解绑	c=1 d=1 t=29610
jiě dá 	解答	c=1 d=1 t=27685
jiě dòng 	解冻	c=1 d=4.39594e-08 t=32011
jiě fàng 	解放	c=2 d=0.0112769 t=32011
jiě huò 	解惑	c=1 d=1.28267e-17 t=32011
jiě jué 	解决	c=50 d=0.199481 t=32011
jiě men 	姐们	c=1 d=2.50529e-40 t=32011
jiě mì 	解密	c=2 d=4.10956e-09 t=32011
jiě shì 	解释	c=1 d=1 t=24510
jiě shì yí xià 	解释一下	c=1 d=1 t=24443
jiě tí 	解题	c=1 d=4.053e-23 t=32011
jiě xī 	解析	c=21 d=0.00551937 t=32011
jiě xī kù 	解析库	c=1 d=1 t=28641
jiě yā 	解压	c=7 d=0.0795517 t=32011
jiě ǒu 	解耦	c=1 d=0.0319048 t=32011
jiū jié 	纠结	c=2 d=1.03883e-07 t=32011
jiū zhèng 	纠正	c=1 d=1 t=27039
jiǎ fāng 	甲方	c=1 d=1.35774e-39 t=32011
jiǎn chá 	检查	c=49 d=1.96279 t=32011
jiǎn cáng 	剪藏	c=1 d=3.19928e-05 t=32011
jiǎn cè 	检测	c=1 d=5.44074e-46 t=32011
jiǎn duǎn 	简短	c=2 d=3.60215e-18 t=32011
jiǎn dān 	简单	c=12 d=0.090718 t=32011
jiǎn dān jù 	简单句	c=1 d=1 t=29917
jiǎn huà 	简化	c=1 d=5.06153e-49 t=32011
jiǎn jié 	简洁	c=4 d=1.19824e-10 t=32011
jiǎn jí 	剪辑	c=1 d=0.00013776 t=32011
jiǎn lì 	简历	c=1 d=2.39016e-16 t=32011
jiǎn shǎo 	减少	c=10 d=0.00298248 t=32011
jiǎn tiē 	剪贴	c=1 d=7.67598e-07 t=32011
jiǎn tiē bǎn 	剪贴板	c=5 d=6.87757e-09 t=32011
jiǎn yì 	简易	c=1 d=2.7005e-11 t=32011
jiǎng 	讲	c=1 d=1 t=26155
jiǎng de 	讲的	c=1 d=1 t=25856
jiǎng jiǎng 	讲讲	c=5 d=0.332871 t=32011
jiǎng le 	讲了	c=1 d=0.100761 t=32011
jiǎo běn 	脚本	c=8 d=0.0225956 t=32011
jiǎo dù 	角度	c=2 d=3.11276e-06 t=32011
jiǎo shǒu jià 	脚手架	c=10 d=0.0122161 t=32011
jiǎo zi 	饺子	c=2 d=1.46502e-14 t=32011
jiǔ diàn 	酒店	c=2 d=1.98478e-06 t=32011
jiǔ diǎn 	九点	c=1 d=1 t=29386
jiǔ hào 	九号	c=27 d=0.701356 t=32011
jué 	觉	c=2 d=0.0497871 t=32011
jué de 	觉得	c=54 d=0.499074 t=32011
jué dìng 	决定	c=2 d=1.17511e-16 t=32011
jué jīn 	掘金	c=1 d=1 t=26068
jué mìng 	绝命	c=1 d=1 t=26288
jué sè 	角色	c=1 d=9.64589e-18 t=32011
